0.0	105
0.032	105
0.032	105
0.16	101
0.16	102
1.184	107
1.664	106
1.92	106
4.256	108
4.448	101
4.448	101
4.448	104
4.608	106
4.736	101
4.928	101
5.184	102
6.592	104
6.72	102
6.752	101
7.136	107
7.616	101
7.616	101
8.096	107
8.128	102
8.288	105
9.184	102
9.184	102
9.728	107
10.304	102
10.304	102
10.336	105
10.368	102
11.744	105
11.776	103
12.096	105
12.736	101
13.248	101
14.016	101
14.592	103
14.784	105
15.136	104
15.168	101
15.2	102
15.808	105
15.936	104
17.024	106
17.056	101
17.6	108
17.76	103
18.144	101
18.208	106
19.136	106
19.296	104
19.296	104
19.52	106
20.352	106
20.448	104
21.056	105
21.376	102
21.6	101
21.984	105
21.984	105
22.016	105
22.016	105
22.176	105
23.104	105
23.136	104
23.936	105
23.936	105
23.936	107
24.096	106
24.864	101
25.024	108
25.088	102
25.216	105
26.976	103
27.424	106
28.16	102
28.352	101
28.736	104
28.864	101
29.472	101
29.504	101
29.536	107
29.76	104
29.76	104
29.952	102
29.984	104
30.464	102
30.496	102
30.656	104
32.416	105
32.416	105
32.416	105
32.448	105
32.832	102
33.056	106
33.088	106
33.664	102
34.336	105
34.688	105
34.912	101
35.904	102
35.936	102
36.384	105
36.416	105
36.576	102
37.28	105
37.984	108
38.464	105
39.008	105
39.104	104
39.36	105
39.52	105
41.056	105
41.088	105
41.088	102
41.472	105
41.952	106
41.952	102
42.496	106
43.136	108
43.712	103
44.544	103
44.544	103
44.736	107
45.408	101
45.632	102
46.08	105
46.304	105
48.128	105
48.16	105
48.32	106
48.512	105
48.544	107
49.28	107
49.312	108
49.44	107
49.76	105
50.272	105
50.4	105
50.432	101
50.432	101
51.36	101
53.312	106
54.496	105
54.816	102
54.944	102
55.68	102
55.712	103
56.864	105
56.896	106
57.984	106
58.144	106
59.488	105
59.776	105
60.0	105
61.824	105
61.824	105
62.048	105
62.08	108
62.912	102
62.944	103
63.008	102
63.296	103
63.488	103
63.872	103
64.672	105
66.56	103
67.008	104
67.232	105
67.424	105
67.712	105
68.32	105
70.272	106
70.56	108
71.424	105
71.424	105
72.224	103
72.32	105
74.464	104
74.688	105
74.72	105
74.848	105
74.848	105
74.848	105
74.848	105
75.744	101
75.808	107
76.096	107
76.096	107
76.8	106
76.864	108
77.312	105
77.344	105
77.408	104
77.44	101
77.888	104
78.016	106
78.336	108
78.624	102
79.2	101
79.36	105
79.392	105
80.352	102
80.384	102
80.992	103
81.056	105
81.472	105
81.472	103
81.504	105
81.504	105
81.504	103
81.952	105
82.016	105
83.072	101
83.264	105
83.424	105
83.488	101
84.224	101
84.64	106
84.992	105
85.504	105
85.984	103
86.24	102
86.656	105
86.688	105
86.944	102
87.584	103
88.032	107
88.064	105
88.064	107
88.096	107
88.096	107
88.128	102
89.728	105
89.76	108
90.528	108
90.56	108
90.56	108
90.688	105
91.232	107
91.296	103
91.328	103
91.872	107
91.904	105
92.128	105
92.736	105
92.736	105
92.768	105
92.928	103
93.472	105
93.472	105
93.504	105
93.504	105
94.464	102
94.496	103
95.104	101
95.36	107
95.744	106
96.128	105
96.352	105
97.184	102
97.792	105
98.4	102
100.128	105
100.64	102
101.76	105
101.792	105
102.56	102
102.624	108
103.04	104
103.072	105
103.264	105
103.904	107
104.224	105
104.256	105
104.64	107
104.928	108
106.176	105
106.24	105
106.528	105
106.752	105
107.168	105
108.48	104
108.512	104
109.12	101
109.472	105
109.504	105
109.888	105
109.92	104
109.952	102
110.4	107
110.56	103
111.68	102
111.776	105
111.872	105
112.896	105
112.96	106
112.96	103
113.184	105
114.368	105
114.688	105
114.688	104
114.72	105
115.264	104
115.776	105
116.416	105
116.416	107
116.448	105
116.576	104
118.24	107
118.528	105
119.072	105
119.712	101
120.928	104
121.6	108
121.792	107
121.952	107
122.592	108
122.912	101
123.168	102
123.264	108
123.616	105
124.096	105
124.128	105
124.352	105
124.768	107
124.928	102
125.888	104
126.88	107
127.424	102
127.552	105
127.584	101
127.584	105
127.616	105
127.616	105
127.616	107
127.648	105
127.68	105
128.128	102
128.16	102
128.256	108
129.152	101
129.408	103
129.728	105
129.728	103
130.432	103
131.072	103
132.128	105
132.256	105
132.448	105
132.48	103
132.576	103
133.024	105
133.92	103
133.984	106
134.016	106
134.016	106
134.56	106
134.752	104
135.968	108
136.0	103
136.48	105
136.864	105
137.312	105
137.952	107
137.984	105
138.848	101
139.072	107
139.392	105
139.936	108
139.968	105
140.32	105
140.32	105
140.352	105
140.832	105
140.864	105
143.296	107
143.424	104
143.456	104
143.616	105
143.648	105
144.128	105
144.864	105
145.952	107
146.592	105
147.136	101
147.424	101
147.456	101
147.968	105
147.968	105
148.16	105
148.704	102
149.792	105
149.824	105
150.944	102
151.488	105
151.552	101
151.776	105
152.0	108
153.184	106
153.248	107
154.08	106
154.144	105
154.176	105
154.176	105
154.208	105
154.208	101
154.24	105
154.24	105
154.24	101
154.368	105
154.368	105
154.432	106
155.072	106
155.104	106
155.232	106
155.616	105
155.616	105
155.616	105
155.648	105
155.648	105
155.808	105
156.192	101
157.344	105
157.568	105
157.6	105
157.728	105
158.976	104
159.328	105
159.392	102
159.712	103
159.936	104
160.224	102
160.256	108
160.384	104
161.344	108
161.376	108
161.632	108
162.496	104
162.944	102
164.192	106
164.32	105
165.12	105
165.12	105
165.312	101
165.344	105
165.408	105
165.6	103
165.632	103
166.656	103
166.72	107
166.72	107
166.752	102
167.328	101
167.456	104
167.84	101
167.872	101
168.0	106
168.352	105
168.352	107
168.832	101
169.152	106
169.472	103
169.696	105
169.696	105
170.432	106
171.072	106
171.68	104
171.712	104
171.776	103
172.224	107
172.384	108
172.768	107
172.992	102
172.992	102
174.016	108
174.304	105
174.336	105
174.336	105
174.944	105
174.944	105
174.976	105
175.008	105
176.224	105
177.28	104
178.624	105
179.008	104
179.584	105
179.776	106
180.256	106
180.416	101
182.24	105
182.592	107
182.912	105
184.032	105
184.608	108
185.088	101
185.28	108
185.952	105
185.984	105
186.56	103
186.656	104
186.688	105
186.688	105
186.816	104
186.88	105
186.88	105
186.912	105
187.648	104
187.712	104
187.776	101
187.872	103
188.0	102
188.0	102
188.064	106
188.128	105
188.992	102
189.376	107
189.984	105
191.936	103
192.48	106
192.48	103
192.544	106
193.248	103
193.504	104
194.112	102
194.144	105
194.144	106
194.496	106
194.816	104
196.608	104
197.504	102
197.536	106
197.568	106
198.368	107
198.4	107
199.136	103
199.232	102
199.552	102
199.616	104
201.312	103
201.312	103
201.472	105
202.656	105
202.688	105
203.648	101
203.872	103
204.0	104
204.0	101
204.032	101
204.352	106
204.608	107
204.64	101
205.824	108
205.856	108
206.208	107
206.752	105
206.784	105
207.488	105
207.52	106
208.928	102
208.992	106
208.992	101
209.216	102
209.28	103
210.528	105
211.392	105
212.448	103
212.672	104
215.072	105
215.712	105
215.712	105
215.744	105
216.608	105
216.608	105
216.64	106
217.12	104
218.112	102
218.848	102
219.104	102
219.808	103
220.16	101
220.448	105
220.48	105
220.928	105
221.792	104
223.488	108
223.616	101
223.968	108
225.536	105
225.824	105
225.824	105
226.496	107
227.616	102
227.712	108
228.736	105
229.024	102
230.016	102
230.304	105
230.336	105
230.368	105
230.976	104
231.232	104
231.456	102
231.936	104
231.968	104
233.088	107
233.504	105
233.536	105
234.368	105
234.496	104
235.296	103
235.52	107
235.552	104
237.216	105
237.504	102
237.568	107
237.632	102
237.856	104
238.24	106
238.336	105
238.528	105
238.656	105
238.88	107
238.912	107
239.04	105
239.072	105
239.68	107
239.712	107
240.832	106
241.312	104
241.344	106
241.472	104
241.6	107
241.952	108
243.456	103
243.648	104
243.712	105
243.904	108
244.096	108
244.128	108
244.768	108
245.088	104
245.088	106
245.12	106
