245.344	104
245.696	103
245.728	103
245.728	103
246.88	108
247.072	103
247.136	107
247.296	103
247.328	107
248.256	105
248.64	105
248.672	105
248.928	105
249.664	104
250.496	102
250.496	105
250.528	105
250.528	105
251.872	105
253.376	105
254.208	105
254.688	103
254.848	106
255.488	105
255.488	105
256.064	106
256.128	106
256.736	102
257.056	108
257.12	105
257.248	104
257.952	103
258.112	103
258.176	106
259.392	104
260.544	105
260.544	105
260.576	105
261.024	104
263.04	105
263.04	105
263.072	105
263.072	105
263.616	106
263.648	106
263.776	105
265.504	103
266.208	108
266.336	104
266.4	105
266.432	105
266.496	103
267.968	105
268.576	108
269.664	107
269.664	107
269.76	105
269.952	105
269.984	105
269.984	105
270.4	105
271.424	105
271.808	104
271.84	108
272.608	104
273.888	103
274.016	105
274.624	105
274.624	103
274.656	107
274.656	105
274.688	104
274.72	104
275.552	107
276.256	105
276.256	105
277.376	108
277.632	102
277.664	102
278.048	108
278.08	105
278.08	106
278.08	108
278.112	105
278.336	108
278.72	102
278.88	105
279.04	105
279.072	105
279.296	105
279.296	105
279.296	105
279.296	105
279.296	105
279.488	105
279.52	105
280.096	103
280.16	105
280.352	105
280.928	104
282.208	105
282.88	105
284.16	108
284.384	104
284.992	106
286.368	105
286.368	105
286.4	105
286.432	102
286.496	105
286.496	105
286.976	105
287.168	105
287.52	105
287.552	105
287.744	105
287.776	105
288.256	105
288.672	105
289.056	108
289.12	105
289.12	105
289.12	105
289.12	105
289.152	108
289.152	105
289.152	105
289.504	108
291.968	105
294.24	104
294.592	104
295.168	108
295.904	104
295.936	102
296.448	104
296.8	105
297.216	107
297.664	107
298.112	104
299.008	105
